"من لها: اذهبي الى بيت ابيك ولا	حاجة	لي بك ، وعندي منها اولاد. زوجي مدمن حبوب مخدرة ،",,,
"اذكره بين الحين والآخر بالحكم في ذلك وانه	زنا	النظر واني احمد ربي انك يا زوجي الحبيب لست من هذه النوعيات",,,
"جزاكم الله خيرا. هل الطلاق في طهر	جامعني	فيه زوجي ، ولكن بالقذف الخارجي كوسيلة من وسائل منع الحمل ،",,,
"وما نصيبهن. وجزاكم الله خيرا زوجي ضعيف	جنسيا	لدرجة اني حين اللقاء لا احتاج للاغتسال. وهو يرفض العلاج ويقول",,,
"منذ 5 سنوات ، اول سنة تقريبا عندما	يجامعني	زوجي لا ازيل ملابسي السفلية عندما اكون حائضا ، ثم بعد مدة",,,
"ان الصيف حيث وقع خطا وذلك لانه حصل	جماع	بعد سفري لمدة شهرين ووافق وقت وصول زوجي وقت العادة الشهرية وعندما",,,
"سفري لمدة شهرين ووافق وقت وصول زوجي وقت	العادة	الشهرية وعندما كنا في علاقة حميمية وبدون ملابس دخل القضيب عن طريق",,,
"وصول زوجي وقت العادة الشهرية وعندما كنا في	علاقة	حميمية وبدون ملابس دخل القضيب عن طريق الخطا... فهل في ذلك",,,
"الفراش او الارضية او السجاد الذي لا اتناول	حبوب	منع الحمل ولا اي دواء آخر واستعمل طريقة الحساب منذ سنتين مع",,,
"مني السماح وقد سامحتها ولكن في آخر زيارة	لزوجة	اهلي للسؤال عني تغلق الخط في وجوههم اما شقيق زوجي فقد سرقني",,,
"مني السماح وقد سامحتها ولكن في آخر زيارة	لزوجة	اخ زوجي اخبرتني باشياء لا زالوا سرقني ولقد طلبت والدة زوجي مني",,,
"مني السماح وقد سامحتها ولكن في آخر زيارة	لزوجة	اخ زوجي اخبرتني باشياء لا زالوا يقولونها عني وبانهم يغارون مني كثيرا",,,
"الكدرة وكذا الجماع ؟ اثناء نزول الكدرة حصل	جماع	مع علم زوجي بنزولها فهل علينا كفارة وما مقدارها ؟ 2- في",,,
"زوجي ان كان قد تكلم معي قبل ان	ينام	، فقال لا اذكر ، فهل يجب فان مدة الحيض المعهودة لزوجتي",,,
"ولكم الاحترام والتقدير زوجة اخي زوجي كانت على	علاقة	حب مع شاب ، وذلك على علم كل اهل القرية واستمر الحب",,,
"، وغضب منهم بشدة ، وهو خلاف لا	علاقة	لي به ، ومن شدة عادة ان تكرمنا بهدايا واغراض للبيت.",,,
""" ، اذا ثبت شرطه ؟ ام انه	واقع	بغض النظر عن تحقق الشرط ؟ علماً ان زوجي في مزاحه طلقني",,,
"كثيرا التي تجيد اللعب على هذا الوتر.	سحر	اكثر من مرة شديد جدا ، حيث انني اتعايش مع عائلة طليقها",,,
"اني غير موافقة على هذا قال بيتي وانا	حر	، قلت له اهلي من احضروها فقط في البيت ؟ مع العلم",,,
"زوجي ينتقدني ، ويضحك على شعري ؛ لانه	مجعد	بانتقاد جارح ، ولكوني انسانة حساسة جدا زوجتي ، فما الحكم اذا",,,
"بمجامعتي الا بتخيل صوت عال ان احدا آخر	يجامعني	. ويذكر لي اسماء الرجاء الاجابة على سؤالي فقد تعبت جدا من",,,
"ان زوجي مزواج",,,
"علما بان زوجي الاختين لا يستطيعون الزواج بغير	جنسية	بلدهما لانهما عسكريان فلا يستطيعان العقد على اختي الا ياثم على ذلك",,,
"ويصبح من الصعب عليّ ان يكون بيني وبينه	علاقة	",,,
"، في هذه الفترة تيقنت ان زوجي قد	زنا	بفلبينية واقام معها عدة مرات خلال وجودي عند اهلي وانها حامل منه",,,
"اذا فتحت ايميلي وقرات ما خطوات معينة لبناء	علاقة	زوجية ناجحة معها. هل يجوز الاستماع لبعض الشيوخ دون علم زوجي",,,
"غضب مني لذلك ، ومنذ ذلك الوقت لا	ينام	بجانبي على السرير فهل اخطات باخبار بانه لا يمكن الصلح بيننا.",,,
"ما قبلها. والله انا في على امتاعي	جنسيا	رغم انه يحاول كثيرا ولي خادم بالبيت يدير شؤونه فلقد اتفقت مع",,,
"؟ وهل اعيد الصلاة احتياطا ؟ وهل اذا	جامعني	زوجي بعد ان نطقت الشهادة قبل الجماع للدخول في الاسلام اكون بذلك",,,
"، في ابهى حلة. وبحكم ان شعري	خشن	نوعا ما ، بالطلاق ، وهل اذا كلمني تعتبر زوجته طالقا وماذا",,,
"فهل هذا سبب لعدم الانجاب ، واذا اوقفت	حبوب	منع الحمل دون علم زوجي لانني اريد الانجاب فهل هذا جائز ؟",,,
"اشعر كما كنت بسوريا اني مجرد متعه ولعبة	جنسية	تحطمت احلامي يتمنون قربي ولكن احساسي الداخلي ان الرجل لا يرى بالانثى",,,
"بعد انتهاء الصلاة ؟ زوجي طلب مني تناول	حبوب	منع الحمل من اول يوم زواج حتى لا يحصل حمل في العلم",,,
"انه من الواجب ، فهي متزوجة ، وقضت	العادة	ان الزوج ينفق. اني شخصيا لا اطلب من زوجي مالا وانفق",,,
"يجوز فعل ذلك ؟ وحيث ان زوجي لا	يجامعني	منذ زواجنا كما يجب ، لانه مريض بالسكري ، فهل هذا سبب",,,
"ومشاهد محرمة ولا يراعي شعوري ؟ هل يجوز	جماع	اكثر من جارية على سبيل المثال لا الحصر بنك السلام الجزائر.",,,
"المدثر طلقني زوجي لانه ظن انه غير قادر	جنسيا	، وخشي ان يظلمني بذلك ، فقال انت طالق. com عمري",,,
"الآن لم يدخل بي زوجي انما كان يقضي	شهوته	في اماكن متفرقة من جسمي غير الفرج ، لي مدةاسبوعين وانا عاشق",,,
"اعلم بكل شيء وقد اخبرني اخي انك كنت	باردة	معه فصدمت بهذا فصدمت بهذا الكلام ثم قال لي ماذا قررت فاخبرته",,,
"الآن من مرض الوسواس القهري الجنسي ، وانحرافات	جنسية	ارجو منكم ان تجاوبوني على سؤالي هذا لانني حقا بحاجة لمن يجاوبني",,,
"مالا يعينني على تجهيز نفسي ـ كما جرت	العادة	مع والديّ على غير ذلك ، وبعد ايام من العقد فوجئت بابي",,,
"؟ وعند التكلم مع زوجي يخرج مني سائل	لزج	شفاف ، فما حكمه ، علما بانني لا استطيع الاغتسال كل جسمي",,,
"غسله ؟ وهل اقوم بتغيير اللحاف كل مرة	يجامعني	عليه زوجي ـ ومعذرة على السؤال ، ولكن للضرورة ؟ لانني اقول",,,
"كان غاضبا جدا وليس في وعيه وتحت تاثير	مخدر	، وكنت بمنزل اهل زوجي عند بان زوجي كان غاضبا جدا وليس",,,
"كان غاضبا جدا وليس في وعيه وتحت تاثير	مخدر	، وكنت بمنزل اهل زوجي عند ما جاء والدي لياخدني ، قام",,,
"وحلف يمين طلاق بالثلاث اذا خرجت وتحت تاثير	مخدر	، وكنت بمنزل اهل زوجي عند ما جاء والدي لياخدني ، قام",,,
"فعلاً حيث جاء زوجي من عند الطبيب وقضيبه	منتصب	وفض غشاء البكارة ولكن بدون اي سائل منوي وبدون اي اخرى ،",,,
"منتصب وفض غشاء البكارة ولكن بدون اي سائل	منوي	وبدون اي اخرى ، وحاولنا عدة مرات ولكن بدون اي فائدة ،",,,
"، وفي اول خمس سنوات من زواجي كان	يجامعني	زوجي في نهار رمضان ، وكنت اعلم انني افطر فقط ، ويجب",,,
"اننا لم نكن صائمين بحكم السفر ، فقد	واقعني	زوجي في النهار ، فهل علينا كفارة ؟ ومن منا بالتحديد تجب",,,
"زوجها يساوي الزنا مع غيره ام لا ؟	جامعني	زوجي بعد ولادتي لطفلي باسبوعين اثناء فترة النفاس ولم اكن قد اغتسلت",,,
"زوجي انني لا اشعر ابدا انني زوجة فهو	ينام	طوال اليوم واجلس لوحدي نعم لم يضربني الحل ان اكون قوية فاجيب",,,
"، ولكن قيل لي انه استحاضة ، ويحدث	جماع	مع زوجي. ولكن بالامس بدا الدم يزيد بدون توقف كانها دورة",,,
"اصل خلالها وبعدها اغتسلت من الدورة وعندما تطهرت	جامعني	زوجي ولكن بعد ان اغتسلت وجدت بعض نقاط الدم والتي لا تشبه",,,
"شاب في العشرين غير متزوج ولا خاطب ،	علاقة	ببنت ويتبادل معها المسجات والرسائل الغرامية ، والكلام غير المؤدب فجن جنوني",,,
"وياتي في ايام العطل وياخذني للشمال وانا اتناول	حبوب	منع الحمل دون علم زوجي لعدة اسباب: كرهي الشديد لزوجي مع",,,
"ولا اختلط مع احد ، وان ابقى اتناول	حبوب	منع الحمل دون علم زوجي مع العلم ان زوجي يرغب في الاطفال",,,
"جبرت على مع احد ، وان ابقى اتناول	حبوب	منع الحمل دون علم زوجي مع العلم ان زوجي يرغب في الاطفال",,,
"اعرف حكم الشرع فيمن جبرت على الزواج وتاكل	حبوب	منع على السرير بقعة صفراء على الغطاء الذي يغطي السرير ، وهذه",,,
"الله خيراً. انا طالب مقيم في اوربا	مس	وسحر حتى اني لا استطيع التحكم في عقلي ، والسنة الماضية كنت",,,
"طالقا كيف يرجعني لعصمته مع العلم انه حصل	جماع	بيني وبين زوجي اكثر من مرة بعد هذه المشكلة ؟ واذا اذن",,,
"نشعر بحب الله ؟ زوجي يريد مني ممارسة	الجنس	في الدبر ، وانا امانع ويجبرني بالقوة والعنف ؛ ولانه متخرج ويغتصبني",,,
